nct_id,title,eligibility_text
NCT05636150,A Phase II Clinical Study of Fruquintinib Combined With S-1 for Advanced Esophageal Squamous Cell Carcinoma,"Inclusion Criteria:

* Male or female patients, age:≥18 years old
* Imageology diagnosed with refractory or metastatic esophageal squamous cell carcinoma
* Disease progression after the last dose of the first-line therapy (with immunotherapy, without fluoropyrimidine)
* At least one measurable lesion (RECIST1.1)
* Good performance status Eastern Cooperative Oncology Group (ECOG) Performance Status (PS) 0 to 2
* Life expectancy of more than 12 weeks
* The test value for bone marrow, liver and renal function evaluation within 7 days prior to first dosing should meet requirements
* Negative of blood pregnancy test within 7 days prior to first dosing for fertile female patients. Fertile female and male patients agree to use effective contraceptive methods during the study and within 6 months post to the last dose, such as double barrier contraception, condoms, oral or injection contraceptives, intrauterine devices, abstinence, etc. All female patients will be considered fertile unless the female patient has natural menopause or has undergone artificial menopause or sterilization (hysterectomy, bilateral appendage resection);
* Signed informed consent

Exclusion Criteria:

* Absolute neutrophil count (ANC) \<1.5×109/L, platelet count \<75×109/L, and hemoglobin \<9g/dL
* Serum total bilirubin \>1.5× the upper limit of normal (ULN)
* Alanine aminotransferase (ALT)/aspartate aminotransferase (AST) \>2.5×ULN
* Creatinine \> 1.5 × ULN or creatinine clearance \<50 mL/min
* Activated partial thromboplastin time (APTT)\> 1.5 × ULN
* The investigators determined clinically significant severe electrolyte abnormalities.
* Proteinuria ≥ 2+ (1.0g/24hr)
* Drug uncontrollable hypertension, defined as systolic blood pressure ≥ 140 mmHg and / or diastolic blood pressure ≥ 90 mmHg
* The patients have active ulcer of stomach and duodenum, ulcerative colitis and other digestive tract diseases or unresectable tumors with active bleeding, or other conditions that may cause gastrointestinal bleeding and perforation, as judged by investigators; or the existence of gastrointestinal perforation or gastrointestinal fistula uncured post to previous surgical treatment
* Patients with evidence or history of propensity to hemorrhage within 2 months prior to first dosing, regardless of severity(such as melena, hematemesis, hemoptysis, bloody stools）
* Arterial thrombosis or deep venous thrombosis within 6 months prior to first dosing, or thromboembolic events
* Cardiovascular diseases of significant clinical significance, including, but not limited to acute myocardial infarction, severe/unstable angina pectoris or coronary artery bypass grafting within 6 months prior to first dosing, congestive heart failure with New York Heart Association (NYHA) grade ≥ 2; Left ventricular ejection fraction (LVEF) \< 50%
* Uncontrolled malignant pleural effusion, ascites or pericardial effusion
* Previous treatment with anti-vascular endothelial growth factor receptor (VEGFR) inhibitors
* A history of other malignancies within 5 years prior to inclusion, except for cervical carcinoma in situ, basal or squamous cell skin cancer
* Distal metastasis to brain
* History of clinically significant hepatic disease, including, but not limited to, known hepatitis B virus (HBV) infection with HBV DNA positive (copies ≥1×104/ml); known hepatitis C virus infection with HCV RNA positive
* Women who are pregnant or lactating
* Patients considered unsuitable for inclusion in this study by the investigator
* Patients considered a serious mental or mental abnormality"
NCT00003571,Gene Testing in Patients With Colon Cancer,"DISEASE CHARACTERISTICS:

* Patients who received chemotherapy for colon cancer as part of CALGB protocol 8896
* Underwent an initial resection for adenocarcinoma of the colon and were determined to have a high risk of tumor recurrence based upon nodal disease or local extension of tumor with obstruction or perforation due to tumor
* Surgical specimen blocks available, including tumor tissue and normal tissue"
NCT04883671,Stereotactic Body Radiotherapy (SBRT) for Early Treatment of Oligometastatic Adenoid Cystic Carcinoma: The SOLAR Trial,"Inclusion Criteria:

* Subject must have histologically confirmed adenoid cystic carcinoma (ACC) of any primary site with distant metastases detected clinically or on imaging (biopsy of metastatic disease preferred, but not required)
* Cohort 1

  * One to five detectable sites of metastatic disease at any organ or site (including bone and CNS involvement)

    * Maximum size of 3 cm for brain lesions.
    * Note: Measurable disease is not required
    * Note: Patients with isolated intracranial disease for whom SRS would be the preferred standard of care are not eligible.
    * Note: Patients may have additional sites of disease for which radiation is not feasible or indicated provided this disease is: 1) Less than 1 cm in maximum diameter on most recent imaging; or 2) Stable over the last 3 months as determined by the investigator
* Cohort 2

  * At least 1 site of non-osseous disease
* Cohort 1

  * All (up to 5) metastatic foci should be amenable to SBRT as per review by a radiation oncologist based on protocol specified dose / dose constraints (there is no prespecified minimum or maximum size)
* Cohort 2

  * At least one metastatic focus amenable to local ablative treatment with any of the following: radiation therapy; radiofrequency, microwave, or cryoablation; bland or chemoembolization
* Cohort 1

  * Primary tumor either controlled, or amenable for local treatment with SBRT
  * Defined as no evidence of progression at primary or local site of disease (if known) within 6 months prior to enrollment
* Age 18 years or older
* ECOG performance status of 0-2
* Prior systemic therapy is allowed but no therapy (cytotoxic or molecularly targeted agents) 2 weeks prior to the first fraction of radiotherapy, and until after the last fraction of SBRT.
* Cohort 1

  * For patients with metastases that have been previously treated (prior resection, radiotherapy, radiofrequency or cryoablation):

    * If the previously treated site is controlled based on imaging, the patient is eligible for this trial and does not need further treatment of the controlled site
    * If the previously treated site is not controlled based on imaging, the patient is eligible for this trial as long as the site is amenable to SBRT
* Ability to understand and the willingness to sign a written informed consent document.
* Women of childbearing potential must have a negative serum or urine pregnancy test (minimum sensitivity 25 IU/L or equivalent units of HCG) within 72 hours prior to the start of (chemo)radiation therapy.

""Women of childbearing potential (WOCBP)"" is defined as any female who has experienced menarche and who has not undergone surgical sterilization (hysterectomy or bilateral oophorectomy) or who is not postmenopausal. Menopause is defined clinically as 12 months of amenorrhea in a woman over 45 in the absence of other biological or physiological causes. In addition, women under the age of 55 must have a documented serum follicle stimulating hormone (FSH) level less than 40 mIU/mL.

* Men who are sexually active with WOCBP must agree to use any contraceptive method with a failure rate of less than 1% per year. Men who are sexually active with WOCBP will be instructed to adhere to contraception for a period of 1 month after treatment. Women who are not of childbearing potential (i.e., who are postmenopausal or surgically sterile as well as azoospermic men) do not require contraception. See Appendix B for further guidance on contraception.

Exclusion Criteria:

* Cohort 1

  * Subject who has received systemic therapy for treatment of ACC within 2 weeks of enrollment.
* Evidence of need for urgent surgical intervention for metastatic CNS or spine disease.
* Cohort 1

  * Alternative locally ablative therapies received (radiofrequency ablation, cryotherapy, or \[chemo\]embolization) for any metastatic foci planned for SBRT at the time of study enrollment that precludes administration of SBRT.
* Bone metastasis in a femoral bone for which surgical stabilization is recommended.
* Cohort 1

  * Active disease \>1 cm that is progressing and not amenable to SBRT.
* Pregnant or lactating women.
* Uncontrolled intercurrent illness including, but not limited to, symptomatic congestive heart failure, unstable angina pectoris, cardiac arrhythmia, or psychiatric illness/social situations that would limit compliance with study requirements.
* Has a known additional malignancy that is progressing or requires active treatment. Exceptions: include basal cell carcinoma of the skin or squamous cell carcinoma of the skin that has undergone potentially curative therapy or in situ cervical cancer, and low-risk prostate adenocarcinoma being managed with active surveillance. A history of another separate malignancy in remission without evidence of active disease in the last 2 years is permitted."
NCT02157792,M6620 First in Human Study,"Inclusion Criteria:

Disease status

* Parts A and B/B2: Histologically or cytologically confirmed advanced solid tumor that is metastatic or unresectable and for which standard curative or palliative measures do not exist or are no longer effective, or for whom regimens containing gemcitabine, cisplatin, etoposide, and/or irinotecan might be considered, and with measurable disease according to RECIST criteria
* Part C1:

For Pre-screening:

* Advanced (metastatic or locally-advanced unresectable and not eligible for definitive treatment, e.g., surgery/radiotherapy), histologically confirmed non-small cell lung cancer (NSCLC)
* Available historical tumor specimen at the time of pre-screening or willing to provide a tumor biopsy (core) if the biopsy may be considered as part of standard clinical practice for the participant
* Received or did not tolerate standard approved targeted therapy, if appropriate for tumor genotype

For Screening:

* Measurable disease according to RECIST criteria

  -Part C2:
* Advanced (locally-advanced incurable or metastatic) histologically confirmed estrogen receptor, progesterone receptor, and human epidermal growth factor receptor 2 (HER2) negative breast cancer.
* Adequate available historical tumor specimen or willing to provide a tumor biopsy (core) if the biopsy may be considered as part of standard clinical practice for the participant
* Measurable disease according to RECIST criteria

  -Part C3:
* Advanced (locally-advanced incurable or metastatic) histologically confirmed SCLC that is platinum-resistant, defined as disease progression during initial treatment with a platinum-based regimen or progression within 90 days of completion of platinum therapy. Participants with platinum-resistant disease may receive a second-line non-platinum-based chemotherapy and subsequently be enrolled to this study. Participants who received and are resistant to a second-line platinum-based chemotherapy may also be enrolled into the study.
* Adequate available historical tumor specimen or willing to provide a tumor biopsy (core) if the biopsy may be considered as part of standard clinical practice for the participant
* Measurable disease according to RECIST criteria
* WHO performance status of 0 or 1
* Life expectancy of \>=12 week
* Hematological and biochemical indices within protocol specified ranges at screening.

Exclusion Criteria:

* Radiotherapy (except for palliative reasons) endocrine therapy, immunotherapy, or chemotherapy during the previous 4 weeks (6 weeks for nitrosoureas and Mitomycin-C, and 4 weeks for investigational medicinal products) or less than 4 drug half-lives, whichever greater, before first dose of study drug.
* Parts A, B and B2:

  * Greater than 6 cycles of prior treatment with cisplatin and/or carboplatin.

    1. Part A/B: History of prior dose reductions or dose interruptions while receiving cisplatin or carboplatin due to toxicity from the platinum or intolerance to either agent.
    2. Part B2: Prior exposure to irinotecan is permitted except for participants with a known hypersensitivity reaction to irinotecan.
  * Participants with a known history of Grade 4 thrombocytopenia or Grade 4 neutropenia while receiving prior therapy.
* Part C1:

  * Any cytotoxic chemotherapy beyond 1 line of platinum-based chemotherapy. One additional line of non-platinum based therapy in the advanced setting

    1. Pre-screening Only\*: Participants may currently be receiving platinum-based chemotherapy in the advanced setting, or have completed 1 line of platinum-based chemotherapy and are currently receiving a second-line non-platinum-based therapy or maintenance therapy
    2. There is no restriction on prior immunotherapy or targeted therapy unless combined together with a cytotoxic agent
  * Any prior gemcitabine for the treatment of NSCLC in any setting within 6 months
  * Participants who are known to be TP53 wild-type, unless they are determined to have ATM loss of expression during screening or pre-screening or until all the planned participants with TP53 mutation are enrolled as determined by the medical monitor
  * Participants with unknown TP53 mutational status will be enrolled until the group of approximately 10 participants without TP53 mutation or until all the planned participants with TP53 mutation are enrolled as determined by the medical monitor
* Part C2:

  * Any prior platinum therapy in the adjuvant or neoadjuvant within 6 months of screening
  * Relapse within 3 months of completion of prior adjuvant or neoadjuvant chemotherapy
  * Any prior chemotherapy in the metastatic setting with the exception of either a taxane or an anthracycline in the first-line metastatic setting

    (a) There is no restriction on prior immunotherapy or targeted therapy in the metastatic setting unless combined together with a cytotoxic agent
  * Participants with known BRCA1/BRCA2 germline mutations, either determined and documented prior to Screening, or determined during Screening. Participants with unknown BRCA1/BRCA2 status may be enrolled at discretion of the sponsor
  * Participants who are documented to be non-basaloid subtype using molecular profiling assay (e.g. PAM50 assay) prior to Screening
  * Participants with unknown BRCA1/BRCA2 or basaloid subtype status will be enrolled until the number of enrolled participant is approximately 40. If approximately 40 participants have been enrolled and a minimum of 30 participants who are basaloid positive and BRCA1/BRCA2 germline wild-type have not been enrolled, the basaloid subtype and BRCA status assay will be required at Screening to exclude participants who are basaloid negative or have BRCA1/BRCA2 germline mutations.
* Part C3:

  * Prior platinum-sensitive participants , unless they progress on or within 90 days of completion of platinum-based regimen
  * There is no restriction on prior immunotherapy or targeted therapy in the metastatic setting unless combined together with a cytotoxic agent
  * During prior carboplatin therapy, requirement for dose reduction below AUC 5 mg.min/mL or discontinuation of carboplatin for toxicity or lack of tolerability.
* Unresolved toxicity of Common Terminology Criteria for Adverse Events (CTCAE) Grade 2 or greater from previous anti-cancer therapy or radiotherapy
* History of spinal cord compression or brain metastases, unless asymptomatic, treated, stable, and not requiring treatment with steroids for at least 4 weeks before first dose of study drug. Any history of leptomeningeal metastases.
* Female participants who are already pregnant or lactating, or plan to become pregnant within 6 months of the last dose of study drug are excluded. Female participants of childbearing potential must adhere to contraception guidelines
* Male participants with partners of child-bearing potential must agree to adhere to contraception guidelines. Men with pregnant or lactating partners or partners who plan to become pregnant during the study or within 6 months of the last dose of study drug are excluded
* Serious cardiac or other co-morbid disease, as specified in the protocol
* Prior bone marrow transplant or extensive radiotherapy to greater than 15% of bone marrow
* Part C:

  * Current malignancies of other types, with the exception of adequately treated cone-biopsied in situ carcinoma of the cervix uteri and basal or squamous cell carcinoma of the skin
* Major surgery =\<2 weeks before starting study drug, or incomplete recovery from a prior major surgical procedure."
NCT02197234,Study to Assess the Effect of AZD9291 on the Blood Levels of Simvastatin in Patients With EGFRm+ NSCLC,"For inclusion in the study patient should fulfil the following criteria:

1. Male or female, aged at least 18 years.
2. Histological or cytological confirmation diagnosis of NSCLC.
3. Radiological documentation of disease progression while on a previous continuous treatment with an EGFR TKI, eg gefitinib, afatinib or erlotinib. In addition, other lines of therapy may have been given. All patients must have documented radiological progression on the last treatment administered prior to enrolling in the study.
4. Confirmation that the tumour harbours an EGFR mutation known to be associated with EGFR TKI sensitivity (including G719X, exon 19 deletion, L858R, L861Q).
5. Eastern Cooperative Oncology Group (ECOG) performance status 0-1 with no deterioration over the previous 2 weeks (Appendix G).
6. Patients must have a life expectancy of ≥12 weeks as estimated at the time of screening.
7. Females should be using adequate contraceptive measures and must have a negative pregnancy test prior to start of dosing if of child-bearing potential, or must have evidence of non-child-bearing potential by fulfilling one of the following criteria at screening: Post-menopausal defined as aged more than 50 years and amenorrhoeic for at least 12 months following cessation of all exogenous hormonal treatments; women under 50 years old would be considered post-menopausal if they have been amenorrhoeic for 12 months or more following cessation of exogenous hormonal treatments and with LH and FSH levels in the post-menopausal range for the institution; documentation of irreversible surgical sterilisation by hysterectomy, bilateral oophorectomy, or bilateral salpingectomy, but not tubal ligation.
8. Male patients should be willing to use barrier contraception, ie, condoms, until 6 months after last study drug is taken.

Exclusion criteria:

1. Participation in another study with an IP during the last 14 days (or a longer period depending on the defined characteristics of the agents used).
2. Treatment with any of the following: Treatment with an EGFR TKI (eg, erlotinib or gefitinib) within 8 days or approx. 5 x half-life, whichever is the longer, of the first dose of study treatment; any cytotoxic chemotherapy, investigational agents or other anticancer drugs from a previous treatment regimen or clinical study within 14 days of the first dose; major surgery (excluding placement of vascular access) within 4 weeks of the first dose of study treatment; radiotherapy with a limited field of radiation for palliation within 1 week of the first dose of study treatment, with the exception of patients receiving radiation to more than 30% of the bone marrow or with a wide field of radiation which must be completed within 4 weeks of the first dose; patients currently receiving (or unable to stop use prior to receiving the first dose of study treatment) medications or herbal supplements known to be potent inhibitors of CYP3A4 (at least 1 week prior) and potent inducers of CYP3A4 (at least 3 week prior). All patients must avoid concomitant use of any medications, herbal supplements and/or ingestion of foods with known inducer/inhibitory effects on CYP3A4.
3. Any unresolved toxicities from prior therapy greater than CTCAE Grade 1 at the time of starting study treatment with the exception of alopecia and Grade 2, prior platinum-therapy related neuropathy.
4. Any intake of grapefruit, grapefruit juice, Seville oranges, Seville orange marmalade, or other products containing grapefruit or Seville oranges within 7 days of the first administration of the IP until the final PK sample collection on Day 32 of Part A.
5. Spinal cord compression or brain metastases unless asymptomatic, stable and not requiring steroids for at least 4 weeks prior to start of study treatment.
6. Any evidence of severe or uncontrolled systemic diseases, including uncontrolled hypertension and active bleeding diatheses, which in the PI's opinion makes it undesirable for the patient to participate in the study or which would jeopardise compliance with the protocol, or active infection including hepatitis B, hepatitis C, and HIV. Screening for chronic conditions not required.
7. Inadequate bone marrow reserve or organ function as demonstrated by any of the following laboratory values: ANC \<1.5 x 10\^9/L; platelet count \<100 x 10\^9/L; haemoglobin \<90 g/L; ALT \>2.5 times ULN if no demonstrable liver metastases or \>5 times ULN in the presence of liver metastases; Aspartate aminotransferase (AST) \>2.5 times ULN if no demonstrable liver metastases or \>5 times ULN in the presence of liver metastases; total bilirubin \>1.5 times ULN if no liver metastases or \>3 times ULN in the presence of documented Gilbert's Syndrome (unconjugated hyperbilirubinaemia) or liver metastases; creatinine \>1.5 times ULN concurrent with creatinine clearance \<50 ml/min (measured or calculated by Cockcroft and Gault equation); confirmation of creatinine clearance is only required when creatinine is \>1.5 times ULN.
8. Any of the following cardiac criteria: mean resting corrected QT interval corrected for heart rate using Fridericia's correction factor (QTcF) \>470 msec obtained from 3 ECGs; any clinically important abnormalities in rhythm, conduction or morphology of resting ECG eg, complete left bundle branch block, third degree heart block, second degree heart block, PR interval \>250 msec; any factors that increase the risk of QTc prolongation or risk of arrhythmic events such as heart failure, hypokalaemia, congenital long QT syndrome, family history of long QT syndrome or unexplained sudden death under age of 40 or any concomitant medication known to prolong the QT interval.
9. Patients unable to swallow oral medication or patients with GI disorders or significant GI resection likely to interfere with the absorption of AZD9291.
10. Past medical history of ILD, drug-induced ILD, radiation pneumonitis which required steroid treatment, or any evidence of clinically active ILD.
11. Women who are breastfeeding.
12. Patients with a known hypersensitivity to AZD9291, simvastatin, or any of the excipients of the products.
13. Concomitant medication contraindicated for use with simvastatin due to drug interaction associated with increased risk of rhabdomyolysis (including, but not limited to): itraconazole, ketoconazole, posaconazole, erythromycin, clarithromycin, telithromycin, HIV protease inhibitors (eg, nelfinavir), nefazodone, cyclosporine, danazol, gemfibrozil, amiodarone, amlodipine.
14. 3-hydroxy-3-methyl-glutaryl coenzyme A (HMG-CoA)-reductase inhibitors, such as lovastatin and simvastatin.
15. For optional genetic research: Previous allogenic bone marrow transplant or non-leukocyte depleted whole blood transfusion within 120 days of the date of the genetic sample collection."
NCT05737732,The Ambient Light Multiple Myeloma Study,"Inclusion Criteria:

* Multiple Myeloma diagnosis
* Scheduled to undergo their first Autologous Stem Cell Transplant procedure.
* 21years or older
* Able to provide informed consent.
* English-language proficient

Exclusion Criteria:

* Previous Autologous Stem Cell Transplant procedure
* Pregnancy
* Eye diseases which limit the ability of light to be processed
* Secondary cancer diagnosis within the last 5 years
* Severe sleep disorders
* History of bipolar disorder or manic episodes
* Severe psychological impairment
* Previous use of light therapy
* Active infection including COVID-19 infection"
NCT05442632,Efficacy and Safety of Herombopag in Patients With Thrombocytopenia Before Hepatectomy,"Inclusion Criteria:

* 1\. Male and female subjects ≥18 years of age；
* 2.Patients prepared to receive hepatectomy；
* 3.50×10\^9/L≤platelet count≤80×10\^9/L；
* 4.Child-PUgh score A or grade B (≤7 )；
* 5.Life expectancy ≥3 months；
* 6.Normal Bone marrow hematopoiesis and renal function;
* 7.Voluntary participation and written informed consent;

Exclusion Criteria:

* 1.Central nervous system diseases caused by liver disease;
* 2.Platelet transfusion within 7 days prior to the first dose of study drug;
* 3.History of any primary hematologic disorder;
* 4.History of arterial or venous thrombosis, including thrombosis of any part of the splenic-mesenteric system;
* 5.Pre-diagnosed Immune Thrombocytopenic Purpura (ITP);
* 6.History of Myelodysplastic Syndrome (MDS);
* 7.Those with bleeding tendency，have evidence of hereditary bleeding or blood coagulation disorder;
* 8.Females who are pregnant (positive β-hCG test ) or breastfeeding;
* 9.Subjects who have participated in another investigational trial within 30 days prior to Visit 1;
* 10.Those with uncontrollable neurological and psychiatric diseases or mental disorders, poor compliance, unable to cooperate and describe treatment response;
* 11.Subjects with known intolerance or allergy to any of the ingredients in eltrombopag tablets;"
NCT02513199,Combination Chemoembolization and Stereotactic Body Radiation Therapy in Unresectable Hepatocellular Carcinoma,"Inclusion Criteria:

* Participants must be diagnosed with HCC either pathologically or by the American Association for the Study of Liver Diseases (AASLD) radiographic criteria (Bruix Hepatology 2011). The criteria specifies CT or MRI intense arterial uptake followed by ""washout"" of contrast in the venous-delayed phases. Any atypical lesions must be confirmed by biopsy.
* A single liver lesion with tumor size ≥ 3 cm as defined as maximal diameter in the axial dimension on MRI. Included in the measurement are both enhancing and non-enhancing components of the lesion.
* Maximum tumor size of 7 cm as defined as maximal diameter in the axial dimension on MRI.
* Age ≥ 18 years
* Child-Pugh class A or B7 without ascites
* ECOG score 0
* No prior treatment of current HCC. However, recurrent HCC after resection may be included.
* Ability to understand and the willingness to sign a written informed consent document.

Exclusion Criteria:

* Pregnancy which will be assessed via pregnancy test prior to TACE and repeated prior to SBRT.
* Metastatic disease outside of the liver
* Vascular invasion as evidenced by vessel occlusion or radiographic evidence of tumor thrombus.
* Contraindications to MRI, including claustrophobia, metallic implants, and pacemakers
* Tumor for which adequate radiation dosage cannot be safely delivered (see dose constraints below)
* Prior therapeutic radiation therapy to the abdomen and/or lower thorax as defined as below the carina to the pelvic inlet.
* Inability to provide informed consent based on persistent lack of understanding, inability to find adequate translation, impaired mental status such as mental retardation, drug induced, or traumatic brain injury.
* Multiple liver tumors making the patient a BCLC Stage B
* Prior treatment, except for surgical resection, to the lesion being targeted in the protocol."
NCT07304232,Post-transplantation Maintenance Therapy With Cidabenamide in Patients With Intermediate/High-risk AML,"Inclusion Criteria:

1. AML patients meeting the following conditions (diagnosed per WHO 2022 AML criteria) who achieved first complete remission (CR) with intermediate-/high-risk cytogenetic abnormalities at the time of allogeneic transplantation.
2. Patients must achieve complete remission (CR) post-transplantation.
3. Enrollment must occur between 60 and 100 days after transplantation.
4. Age 18 to 75 years.
5. ECOG performance status 0-1.
6. Serum creatinine \< 1.5 × ULN (upper limit of normal).
7. Serum direct bilirubin \< 1.5 mg/dL (except in Gilbert's syndrome).
8. ALT and AST \< 2.5 × ULN.
9. Ability to understand and provide written informed consent.

Exclusion Criteria:

1. Receipt of any other investigational drugs post-transplantation.
2. FLT3 mutation-positive status.
3. Central nervous system (CNS) involvement.
4. Uncontrolled grade 2-4 graft-versus-host disease (GVHD).
5. Uncontrolled active infection.
6. Known or suspected hypersensitivity to Chidamide or its excipients.
7. Uncontrolled congestive heart failure (CHF) or other concomitant systemic diseases or severe complications that, in the investigator's judgment, would make the patient unsuitable for participation in this study or would significantly compromise the proper assessment of the safety and toxicity of the prescribed regimen.
8. Pregnancy or breastfeeding.
9. Any other condition that, in the investigator's judgment, would make the patient unsuitable for participation in this study."
NCT01130363,Fundic Gland Polyps and Proton Pump Inhibitor (PPI) Drugs,"Inclusion Criteria:

* Age 18 and above.
* Able and willing to sign informed consent.
* The patient had a gastric fundic gland polyp detected on EGD that was removed and sent to pathology or patient had no fundic gland polyps on EGD but are on PPIs and will serve as controls.

Exclusion Criteria:

* Unwilling or unable to sign informed consent for the study."
NCT07142863,Envafolimab Combined With Neoadjuvant Chemotherapy Treat Stage IIb Resectable Osteosarcoma Patients,"Inclusion Criteria:

* Patients voluntarily participate in the study and have good compliance, signing a written informed consent form before enrollment.
* Age between 12 and 70 years, with no gender restrictions.
* Patients diagnosed with non-metastatic, resectable osteosarcoma by pathology and clinical physician assessment.
* Have measurable disease (according to RECIST 1.1 criteria, non-nodal lesions with a CT scan longest diameter ≥10 mm, and nodal lesions with a CT scan shortest diameter ≥15 mm).
* No prior systemic anti-tumor treatment.
* ECOG PS score: 0 to 1.
* Adequate organ function:

  1. Hematological parameters: Absolute Neutrophil Count (ANC) ≥1.5×10\^9/L, Platelet (PLT) ≥70×10\^9/L, Hemoglobin (HGB) ≥90 g/L.
  2. Hepatic function: Total Bilirubin (TBIL) ≤1.5×Upper Limit of Normal Value (ULN); Alanine Aminotransferase (ALT) and Aspartate Transferase (AST) ≤3×ULN; Serum Albumin ≥28 g/L; Alkaline Phosphatase (ALP) ≤5×ULN; patients on routine hepatic protection treatment meeting the above criteria and stable for at least one week after investigator assessment may be included.
  3. Renal function: Creatinine (Cr) ≤1.5×ULN, or Creatinine clearance rate ≥50 mL/min (using the standard Cockcroft-Gault formula).
  4. Coagulation function: International Normalized Ratio (INR) ≤1.5, Prothrombin Time (PT), Activated Partial Thromboplastin Time (APTT) ≤1.5×ULN; if the subject is undergoing anticoagulant therapy, PT and INR within the intended range of the anticoagulant therapy is acceptable.

Exclusion Criteria:

* Participants with a history of or concurrent diagnosis of other malignant tumors (except for cured cutaneous basal cell carcinoma and in situ cervical carcinoma).
* Patients with recurrent postoperative or previously treated osteosarcoma with local or systemic anti-tumor therapy, or with metastasis.
* Participants who have received the following treatments within 4 weeks prior to study initiation: radiation therapy for tumors, surgical procedures, chemotherapy, immunotherapy, or other investigational drugs.
* Known allergies to any component of the study medication in participants. Participants with uncontrolled clinical symptoms or diseases of the heart, such as: (1) NYHA Class II or higher heart failure, (2) unstable angina pectoris, (3) myocardial infarction within the past year, (4) clinically significant supraventricular or ventricular arrhythmias requiring treatment or intervention.
* Participants with active infections or fever of unknown origin \>38.5°C (measured in Celsius) during the screening period or before the first dose of study medication (fever due to tumors may be included at the discretion of the investigator).
* Use of immunosuppressive drugs within 14 days prior to treatment initiation, excluding intranasal and inhaled corticosteroids or physiological doses of systemic corticosteroids (i.e., daily dose of prednisone ≤10 mg or equivalent physiological doses of other corticosteroids).
* History of active autoimmune diseases or a history of autoimmune disorders (including but not limited to: autoimmune hepatitis, interstitial pneumonia, uveitis, enteritis, hepatitis, pituitary glanditis, vasculitis, nephritis, hyperthyroidism, hypothyroidism; participants with vitiligo or asthma that may be in complete remission in childhood and currently do not require medical intervention, or history of allogeneic organ transplantation or allogeneic hematopoietic stem cell transplantation).
* Participants who have received live vaccines within 4 weeks prior to study medication or are likely to receive live vaccines during the study period.
* Participants with a history of substance abuse, alcoholism, or drug addiction.
* Participants deemed to be excluded from this study by the investigator, such as those with other factors that could potentially lead to premature termination of the study, such as other serious diseases (including psychiatric diseases) requiring concomitant treatment, severe laboratory abnormalities, or family or social factors that could affect participant safety, or collection of data and samples."
NCT04509063,Investigating Public Enthusiasm for Mammography Screening in Denmark,"Inclusion Criteria:

* Residence: Central Denmark Region

Exclusion Criteria:

\-"
NCT07302763,Four-Timepoint Multi-tracer PET Imaging to Characterize Metastatic prOstate Cancer Heterogeneity,"Inclusion Criteria:

1. Assign male at birth, any gender ≥ 18 years old;
2. Histologically or cytologically proven adenocarcinoma of the prostate;
3. Metastatic disease documented by at least 3 metastatic active lesions\*, \*\* on whole body bone scan and/or measurable soft tissue on CT-scan (lymph nodes and visceral lesions);
4. CRPC \& post-androgen receptor pathway inhibitor (ARPI) defined by progression under continuous castration (measured serum testosterone ≤50 ng/dL \[1.73 nM\]) AND an ARPI (darolutamide, apalutamide, enzalutamide or abiraterone acetate);
5. Eligible for taxane chemotherapy or PSMA-radioligand therapy (before imaging); 6-Able and willing to provide signed informed consent and to comply with protocol requirements.

   * Metastatic lesions on imaging are defined either: ≥ 10 mm on CT scan or caliper (for lymph nodes, see below), ≥ 20 mm on chest X-ray, lymph node ≥ 10 mm or having grown by ≥ 5 mm from baseline CT, any metastasis described on bone scan counts as a lesion. Of note: A bone lesion that has been treated by radiation is excluded from the lesions counted in the criterion of ≥ 3 lesions.

     * The reference imaging (scan with 3 metastases) confirming eligibility must be done either: 1) after biochemical progression on treatment OR 2) ≥ 90 days after last treatment has begun if imaging was performed while patient was still responding (to avoid disappearance of metastasis due to response).

Exclusion Criteria:

* 1\. Another non-cutaneous malignancy or melanoma diagnosed in the past 5 years; 2. Currently under a randomized controlled trial with unknown allocation; 3-Any disease or condition limiting the patient's capacity to execute the study procedures, based on the investigators' opinion;"
