nct_id,criterion,label
NCT02391480,Participant in the dose escalation cohorts must have histological confirmation of locally advanced or metastatic solid tumor that is either refractory after standard of care therapy for the disease or for which standard of care therapy or does not exist.,inclusion
NCT02391480,"Participants in the expansion cohorts must have histological confirmation of AML, Multiple Myeloma, breast cancer, NSCLC, prostate cancer, SCLC, or NHL that is either refractory after standard of care therapy or for which standard of care therapy does not exist.",inclusion
NCT02391480,Participant must have an Eastern Cooperative Oncology Group (ECOG) Performance status of: 0 - 1 (dose escalation cohorts) or 0 - 2 (expansion cohorts),inclusion
NCT02391480,Participants in the dose escalation cohort must have a serum albumin of ≥ 3.2 g/dL at screening.,inclusion
NCT02391480,"Adequate bone marrow, renal, and hepatic function.",inclusion
NCT02391480,QTc interval \< 480 milliseconds (msec) on the baseline electrocardiogram.,inclusion
NCT02391480,Participant has untreated brain or meningeal metastases.,exclusion
NCT02391480,"Participant has received anti-cancer therapy including chemotherapy, immunotherapy, biologic or any investigational therapy within a period of 21 days prior to Study Day 1.",exclusion
NCT02391480,Participant has active peptic ulcer disease or other hemorrhagic esophagitis/gastritis.,exclusion
NCT02391480,Symptoms of gross hematuria or gross hemoptysis.,exclusion
NCT02391480,"Exhibits symptomatic or persistent, uncontrolled hypertension (BP \> or = to 140 and/or diastolic pressure of \> or = to 90 mm Hg).",exclusion
NCT02391480,Peripheral neuropathy greater than or equal to grade 2.,exclusion
NCT00766480,"Histologically confirmed squamous cell carcinoma of the thoracic esophagus

  * Stage IIA, IIB, or III (except T4) disease
  * Tumor diameter \< 8 cm",inclusion
NCT00766480,No tumor extension to the cervical esophagus or cardia of the stomach,inclusion
NCT00766480,"No multiple and different histological types of cancer

PATIENT CHARACTERISTICS:",inclusion
NCT00766480,"Absolute neutrophil count ≥ 2,000/mm³",inclusion
NCT00766480,Total serum bilirubin ≤ 1.5 mg/dL,inclusion
NCT00766480,Creatinine clearance ≥ 60mL/min,inclusion
NCT00766480,No abnormal ECG findings requiring treatment,inclusion
NCT00766480,No interstitial pneumonitis or no pulmonary fibrosis,inclusion
NCT00766480,"No severe complication (e.g., heart failure, renal failure, hepatic failure, or uncontrollable diabetes mellitus)",inclusion
NCT00766480,"No collagen disease (e.g., PSS or dermatomyositis)",inclusion
NCT00766480,"No virus infection (i.e., HBV, HCV, PTHA, or HIV)

PRIOR CONCURRENT THERAPY:",inclusion
NCT00766480,No prior surgery for esophageal cancer,inclusion
NCT04336696,"Age ≥20 years, Histopathology proved PTC, with no lymph nodes detected (N0)",inclusion
NCT04336696,"Younger age ≤20 years. Prior thyroidectomy, previous radiation exposure, postoperative radioactive iodine therapy, Histopathology report of any type of malignancy other than PTC or patients did not complete their postoperative follow-up period. PTC With N1 or N2",exclusion
NCT02890979,Ability to understand and the willingness to sign a written informed consent document,inclusion
NCT02890979,"Patients must be scheduled for a procedure capable of providing a definitive pathologic diagnosis and evaluating for complications of the esophageal sponge on the same day as the study procedure, either upper endoscopy or surgical esophagectomy",inclusion
NCT02890979,One of the following inclusion criteria must be true for patient to be eligible for enrollment:,inclusion
NCT02890979,Subjects with known esophageal cancer (adenocarcinoma or squamous cell carcinoma),inclusion
NCT02890979,Subjects with a history of low or high grade dysplasia,inclusion
NCT02890979,Subjects with risk factors for esophageal malignancy including Barrett?s esophagus and gastroesophageal reflux disease (GERD),inclusion
NCT02890979,Subjects that are unable to swallow a tablet/pill,exclusion
NCT02890979,Subjects with completely obstructing esophageal cancer,exclusion
NCT02890979,Subjects with known or suspected esophageal varices,exclusion
NCT02890979,"Uncontrolled intercurrent illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, cardiac arrhythmia, or psychiatric illness/social situations that would limit compliance with study requirements",exclusion
NCT02890979,"Any condition which, in the opinion of the investigator precludes the patient from completion of the study procedure",exclusion
NCT00001579,"DISEASE CHARACTERISTICS:

Histologically proven solid tumor that has failed standard therapy or for which no such therapy exists.

Tumor may be locally advanced and unresectable, recurrent and/or metastatic.

Lymphomas with minimal or no involvement of bone marrow are also eligible.

No primary malignancies or metastatic disease of the CNS.

No symptomatic pre-existing peripheral neuropathy.

PRIOR/CURRENT THERAPY:

BIOLOGIC THERAPY:

No immunotherapy within past 4 weeks.

Recovered from toxic effects.

CHEMOTHERAPY:

No chemotherapy within past 4 weeks (6 weeks for nitrosoureas).

No mitomycin within past 12 weeks.

Recovered from toxic effects.

ENDOCRINE THERAPY: Not specified.

RADIOTHERAPY:

No radiotherapy within past 2 weeks (8 weeks for strontium therapy).

Recovered from toxic effects.

SURGERY: Recovered from prior surgery.

OTHER: No concurrent cimetidine.

PATIENT CHARACTERISTICS:

AGE: 18 and over.

PERFORMANCE STATUS: ECOG 0-2.

LIFE EXPECTANCY: Not specified.

HEMATOPOIETIC:

Absolute granulocyte count at least 2000/mm(3);

Platelet count at least 100,000/mm(3).

HEPATIC:

Bilirubin no greater than 2 times upper normal limit;

SGOT/SGPT no greater than 4 times upper normal limit.

RENAL:

Creatinine no greater than 1.6 mg/dL;

Creatinine clearance greater than 55 mL/min.

OTHER:

Not pregnant or nursing.

Fertile patients must use effective contraception.

Not HIV positive.

No active infections requiring intravenous antibiotic therapy.

No other serious concurrent illness.

No evidence of hemolytic uremic syndrome.",inclusion
NCT00761696,Pathologically confirmed diagnosis of a solid tumor for which no standard therapy proven to provide clinical benefit is available.,inclusion
NCT00761696,Life expectancy of at least 3 months.,inclusion
NCT00761696,ECOG performance status of 0 to 2.,inclusion
NCT00761696,Ability to follow the study and all protocol requirements.,inclusion
NCT00761696,Voluntarily sign an informed consent form,inclusion
NCT00761696,"Women of child-bearing potential (WCBP), defined as a sexually mature woman who has not undergone a hysterectomy or tubal ligation of who has not been naturally postmenopausal for at least 24 consecutive months, must have a negative serum or urine pregnancy test prior to treatment. All WCBP, all sexually active male patients, and all partners of patients must agree to use adequate methods of birth control throughout the study.",inclusion
NCT00761696,"Recovery to \</= Grade 1 or baseline of any toxicities due to prior treatments, excluding alopecia.",inclusion
NCT00761696,"Treatment with following therapies as indicated:

   * Any chemotherapy (other than nitrosoureas or mitomycin C), radiation therapy, surgery, hormonal therapy, or investigational therapy within 4 weeks of the start of IPI-926 administration. Patients with luteinizing hormone releasing hormone therapy.
   * Any tyrosine kinase inhibitor (e.g. erlotinib, imatinib) within 2 weeks of the start of IPI-926 administration
   * Nitrosoureas o or mitomycin C within 6 weeks of the start of IPI-926 administration.",exclusion
NCT00761696,"Inadequate hematologic function - neutrophil count (ANC) \<1,500 cells/mm3, platelet count \<100,000/mm3, or hemoglobin \<9.0 g/dL (may be increased to this level with transfusion as long as there is no evidence of active bleeding).",exclusion
NCT00761696,Inadequate hepatic function - aspartate aminotransferase (AST) and/or alanine aminotransferase (ALT) \>2.5 x upper limit of normal (ULN); \>5 x ULN if attributable to liver metastases; total bilirubin \>1.5 x ULN.,exclusion
NCT00761696,Inadequate renal function - serum creatinine \>1.5 x ULN.,exclusion
NCT00761696,"Uncontrolled hypomagnesemia or hypokalemia, defined as ≥ Grade 3 despite adequate electrolyte supplementation.",exclusion
NCT00761696,Baseline QTcF \>450 msec in men or \>470 msec in women.,exclusion
NCT00761696,Concurrent treatment with any agent known to prolong the QTc interval.,exclusion
NCT00761696,"Prior surgery affecting drug absorption or any gastrointestinal dysfunction that could alter drug absorption (e.g. gastric bypass, Whipple procedure, gastrectomy).",exclusion
NCT00761696,"History of stroke, unstable angina, myocardial infarction, or ventricular arrhythmia requiring medication or mechanical control within the last 6 months.",exclusion
NCT00761696,"Venous thromboembolic event (e.g. pulmonary embolism or deep vein thrombosis) requiring anticoagulation or who meet any of the following criteria are excluded:

    * have been on a stable dose of anticoagulation for \<1 month
    * have had a Grade 2, 3 or 4 hemorrhage in the last 30 days
    * experiencing continued symptoms from venous thromboembolic event (e.g. continued dyspnea or oxygen requirement) \*Past venous thromboembolic event but do not meet any of the above three criteria are eligible for participation.",exclusion
NCT00761696,History of a seizure within the last 10 years or seizure disorder requiring anti-epileptic medications.,exclusion
NCT00761696,Concurrent treatment with medications known to lower the seizure threshold.,exclusion
NCT00761696,Concurrent administration of the medications or foods which are known to inhibit or induce CYP3A activity to a clinically relevant degree.,exclusion
NCT00761696,Presence of active infection or systemic use of antibiotics within 72 hours of treatment.,exclusion
NCT00761696,Significant co-morbid condition or disease which in the judgment of the Investigator would place the patient at undue risk or interfere with the study.,exclusion
NCT00761696,Known immunodeficiency virus (HIV) positivity.,exclusion
NCT07199296,"Diagnosed with MCL (mantle cell lymphoma) through flow cytometry or histopathology, and has not received prior treatment.",inclusion
NCT07199296,"Age \> 14 years of age, both genders are eligible.",inclusion
NCT07199296,"Ann Arbor stage II-IV; for stage II subjects, those who require systemic therapy based on the investigator's judgment are eligible.",inclusion
NCT07199296,At least one measurable lesion.,inclusion
NCT07199296,"Laboratory tests (blood routine, liver and kidney function) meet the following requirements: a) Blood routine: White blood cell count ≥3.0×10\^9/L, absolute neutrophil count ≥1.5×10\^9/L, hemoglobin ≥90g/L, platelet count ≥75×10\^9/L. b) Liver function: Transaminases ≤2.5 times the upper limit of normal, bilirubin ≤1.5 times the upper limit of normal. c) Serum creatinine 44-133 mmol/L.",inclusion
NCT07199296,The investigator judges that the subject's life expectancy is greater than 12 weeks from the time of screening.,inclusion
NCT07199296,Willing and able to participate in all required assessments and procedures of the study protocol.,inclusion
NCT07199296,Patients who have previously received treatment with BTK inhibitors.,exclusion
NCT07199296,"Any one of the following high-risk factors is present: MIPI score of 6-11, Ki67 \> 30%, TP53 abnormality, blastic or pleomorphic variation.",exclusion
NCT07199296,Patients with severe complications or serious infections.,exclusion
NCT07199296,"Patients with uncontrolled cardiovascular diseases, coagulation disorders, connective tissue diseases, serious infectious diseases, etc.",exclusion
NCT07199296,"Patients with active infections requiring systemic treatment, including bacterial, fungal, and viral infections.",exclusion
NCT07199296,Patients with mental disorders or those who are known or suspected to be unable to fully comply with the study protocol.,exclusion
NCT07199296,Patients whom the investigator judges to have other conditions that make them unsuitable for participation in this study.,exclusion
NCT00026962,Patients must be enrolled on protocol 98-C-0123 (MB #402) or this same protocol at the National Naval Medical Center.,inclusion
NCT07537062,"have a chronic or genetic illness,",inclusion
NCT07537062,"have an intellectual, visual, or hearing impairment,",inclusion
NCT07537062,"cannot adapt to virtual reality glasses,",inclusion
NCT07537062,"are uncooperative (both themselves and their parents),",inclusion
NCT07537062,neither they nor their parents are willing to participate in the research and have not given their verbal or written consent will not be included in the study.,inclusion
NCT07537062,"have a chronic or genetic illness,",exclusion
NCT07537062,"have an intellectual, visual, or hearing impairment,",exclusion
NCT07537062,"cannot adapt to virtual reality glasses,",exclusion
NCT07537062,"are uncooperative (both themselves and their parents),",exclusion
NCT07537062,neither they nor their parents are willing to participate in the research and have not given their verbal or written consent will not be included in the study.,exclusion
NCT02179762,Adult men of all races and body size with histologically confirmed localized PCa on AS,inclusion
NCT02179762,Approved to be contacted by the treating urologist,inclusion
NCT02179762,"Meet screening criteria

  * Complete American Heart Association (AHA)/American College of Sports Medicine (ACSM) exercise questionnaire
  * Undergo cardiopulmonary exercise (CPX) testing utilizing a cycle ergometer. If the CPX test is terminated secondary to hemodynamic instability, arrhythmias or ischemic signs, the patient will be ineligible.",inclusion
NCT02179762,Patients unable to provide informed consent,exclusion
NCT02179762,Patients participating in a structured exercise program in the past 6 months,exclusion
NCT02179762,Patients not available for follow-up tests,exclusion
NCT02179762,Patients with pre-existing medical conditions that would be a barrier to exercise,exclusion
NCT00006046,Histologically proven stage IV colorectal carcinoma.,inclusion
NCT00006046,Failed or refused conventional chemotherapy.,inclusion
NCT00006046,Lewis Y antigen present on more than 50% of tumor cells.,inclusion
NCT00006046,Measurable or evaluable disease.,inclusion
NCT00006046,No central nervous system (CNS) tumor involvement.,inclusion
NCT00006046,Life expectancy: At least 6 weeks.,inclusion
NCT00006046,"Granulocyte count greater than 1,500/mm\^3.",inclusion
NCT00006046,"Platelet count greater than 100,000/mm\^3.",inclusion
NCT00006046,Bilirubin no greater than 1.0 mg/dL.,inclusion
NCT00006046,Prothrombin time less than 3 times upper limit of normal.,inclusion
NCT00006046,Creatinine no greater than 1.4 mg/dL.,inclusion
NCT00006046,Female patients of childbearing age and male patients must be asked to use effective contraception during the study.,inclusion
NCT00006046,At least 4 weeks since other prior immunotherapy.,inclusion
NCT00006046,New York Heart Association class III or IV heart disease.,exclusion
NCT00006046,Serious infection requiring antibiotics or other serious illness.,exclusion
NCT00006046,History of bleeding gastric ulcers or pancreatitis.,exclusion
NCT00006046,Diabetes mellitus requiring insulin.,exclusion
NCT00006046,Human antimouse antibodies (HAMA).,exclusion
NCT00006046,No prior mouse monoclonal antibody or antibody fragments.,exclusion
NCT00006046,Illness requiring the use of steroids or other anti-inflammatory agents.,exclusion
NCT00006046,Positive anti-hu3S193 antibody (HAHA) titer.,exclusion
NCT02534246,"Adult subjects aged 18-90 of any gender, ethnicity and race that are referred to endoscopy for endoscopic ultrasound guided tissue acquisition for solid pancreatic mass.",inclusion
NCT02534246,Ability to give written informed consent,inclusion
NCT02534246,Subjects must have a pancreatic mass detected by radiology (CT or MRI) or ultrasound or at the time of EUS.,inclusion
NCT02534246,Patients with coagulopathy with an elevated INR\>2,exclusion
NCT02534246,Any individual who cannot provide one's voluntary informed written consent.,exclusion
NCT02534246,Any pre-existing or discovered medical condition that may at the discretion of investigator interfere with the completion of and/ or participation in existing protocol.,exclusion
NCT05278546,"Histologically or cytological confirmed, solid, malignant tumor that is refractory to standard therapy or for which no standard of care regimen currently exists;",inclusion
NCT05278546,At least one assessable tumor lesion according to RECIST v1.1 in dose escalation part of the study ; At least one measurable tumor lesion according to RECIST v1.1 in dose expansion part of the study;,inclusion
NCT05278546,Eastern Cooperative Oncology Group (ECOG) Performance Status of 0 or 1;,inclusion
NCT05278546,"Major organ functions are normal, meets pre-specified lab requirements;",inclusion
NCT05278546,Females of reproductive age must have a negative serological hCG test during the screening period;,inclusion
NCT05278546,Subjects of reproductive age (both male and female) must agree to use contraceptive methods from signing Informed Consent to 90 days post the last dose;,inclusion
NCT05278546,Has received any investigational medicinal product or other systemic anticancer treatment within 4 weeks prior to the first dose of study treatment;,exclusion
NCT05278546,"Unable to take medication orally, or has impaired GI function;",exclusion
NCT05278546,Has received systemic glucocorticoids (prednisone\>10 mg/ day or an equivalent dose of another drug of the same class) or other immunosuppressants within 14 days prior to the first dose of study treatment;,exclusion
NCT05278546,"Has received live, attenuated vaccines within 4 weeks prior to the first dose of study treatment;",exclusion
NCT05278546,Has active infection that requires intravenous anti-infective therapy;,exclusion
NCT05278546,"History of HIV infection, or other acquired, congenital immunodeficiency disease, or a history of organ transplantation;",exclusion
NCT05278546,History of serious cardiovascular and cerebrovascular diseases;,exclusion
NCT05278546,History of adverse effect from previous antineoplastic therapy that has not returned to CTCAE grade 5.0 ≤1;,exclusion
NCT05278546,Cerebral parenchymal or meningeal metastasis;,exclusion
NCT05278546,History of ≥ Grade 3 irAE or ≥ Grade 2 myocarditis from previous immune therapy;,exclusion
NCT03061188,"Patients must have a histologically documented (either primary or metastatic site) diagnosis of advanced solid tumor cancer (stage IV or unresectable) or aggressive lymphoma (diffuse large B cell lymphoma, mantle cell lymphoma, T cell lymphoma, and natural killer \[NK\] cell lymphoma)

  * NOTE: The following histologies will be excluded given known response to PD-1/PD-L1 inhibitor monotherapy: non-small cell lung cancer, squamous cell carcinoma of head and neck, melanoma, renal cell carcinoma, bladder cancer, Hodgkin's lymphoma, Merkel cell carcinoma, and high-frequency microsatellite instability (MSI-H) colorectal cancer",inclusion
NCT03061188,"All patients must have received, and be relapsed/refractory to at least one line of systemic therapy

  * NOTE: This does not include surgery or radiation alone; patients may have received any number of systemic therapies",inclusion
NCT03061188,"All patients with relapsed/refractory lymphoma must have received or be ineligible for autologous stem cell transplant or be ineligible for allogeneic stem cell transplant

  * NOTE: Patients must not have had a prior allogeneic stem cell transplant",inclusion
NCT03061188,"Patients must have measurable disease as per appropriate guidelines:

  * Solid tumors: by RECIST v1.1
  * Lymphoma: patient has at least one measurable nodal lesion (\>= 2 cm) according to Lugano classification; if the patient has no measurable nodal lesions \>= 2 cm in the long axis at screening, then the patient must have at least one measurable extra-nodal lesion",inclusion
NCT03061188,Patients must have the ability to understand and the willingness to sign a written consent prior to registration in the study,inclusion
NCT03061188,"For expansion cohort patients, the profiling must reveal at least one mutation in the following selected DNA repair genes involved in cell cycle arrest signal transduction, BRCA1 pathway, Fanconi's proteins pathway, and RAD51 pathway: (ATR, ATM, CHEK1, CHEK2, BRCA1, BAP1, BARD1, FANCD2, FANCE, FANCC, RAD50, FANCA, RAD51, BRCA2, PALB2, CDK12 \[ENSG00000167258, also known as CRK7, CRKR, CRKRS\], POLE, POLD1, BRAC2, PRKDC, ERCC2, POLQ, MRE11A, NBN \[MBS1\]), or at least one gene amplification in FANCD2, FANCE, FANCC, FANCA, C11orf30 (EMSY)

  * NOTE: Tissue or blood cell free DNA are allowed for genomic profiling of tumor; profiling should have been performed at a Clinical Laboratory Improvement Act (CLIA) certified lab =\< 1 year prior to registration
  * NOTE: Patients in the dose escalation phase are not required to have such mutations; although genomic profiling is not required for dose escalation patients, it is encouraged in these patients prior to or after study registration if feasible",inclusion
NCT03061188,Patients must exhibit an Eastern Cooperative Oncology Group (ECOG) performance status of =\< 2,inclusion
NCT03061188,"Patients must have adequate organ and bone marrow function =\< 14 days prior to registration, as defined below (Note: blood transfusion or growth factors is not permitted within 14 days of registration):",inclusion
NCT03061188,Absolute neutrophil count \>= 1.5 x 10\^9/L,inclusion
NCT03061188,Total bilirubin =\< 1.5 x upper limit of normal (ULN),inclusion
NCT03061188,Alanine aminotransferase and aspartate aminotransferase =\< 5 x ULN,inclusion
NCT03061188,Calculated creatinine clearance according to the Cockcroft and Gault equation \>= 50 mL/min,inclusion
NCT03061188,"Females of child-bearing potential (FOCBP) and men who are sexually active with FOCBP must agree to follow instructions for method(s) of contraception for the duration of treatment and the designated post-treatment period

  * NOTE: A FOCBP is any woman (regardless of sexual orientation, having undergone a tubal ligation, or remaining celibate by choice) who meets the following criteria:

    * Has not undergone a hysterectomy or bilateral oophorectomy
    * Has had menses at any time in the preceding 12 consecutive months (and therefore has not been naturally postmenopausal for \> 12 months)",inclusion
NCT03061188,FOCBP must have a negative pregnancy test =\< 7 days prior to registration,inclusion
NCT03061188,Patients must be able to swallow oral medication,inclusion
NCT03061188,"Patients who have had chemotherapy or radiotherapy =\< 14 days prior to entering the study are not eligible

  * NOTE: Patients may not have had systemic chemotherapy within 28 days",exclusion
NCT03061188,Patients are not eligible who have had major surgery =\< 14 days of registration; please contact principle investigator (PI) and quality assurance monitor (QAM) for questions about specific surgical procedures,exclusion
NCT03061188,"Patients are not eligible who have received prior PARP inhibitors (including but not limited to veliparib, talazoparib, rucaparib, and olaparib)",exclusion
NCT03061188,Patients are not eligible who have received systemic chemotherapy or investigational agents =\< 28 days prior to registration,exclusion
NCT03061188,"Patients are not eligible who have received prior immunotherapy including interleukin-2 and immune checkpoint antagonists and/or agonists (including but not limited to PD-1, PD-L1, CD137, or OX40)

  * NOTE: Single agent anti-CTLA4 monoclonal antibody treatments are permitted; cancer vaccine therapies are permitted",exclusion
NCT03061188,"Patients with the following histologies are not eligible for either study cohort given known response to PD-1/PD-L1 inhibitor monotherapy:

  * Non-small cell lung cancer, squamous cell carcinoma of head and neck, melanoma, renal cell carcinoma, bladder cancer, Hodgkin's lymphoma, Merkel cell carcinoma, and MSI-H colorectal cancer",exclusion
NCT03061188,"Patients are not eligible who have had a prior allogeneic stem cell transplant

  * NOTE: Autologous stem cell transplant is acceptable",exclusion
NCT03061188,"Patients who are taking any herbal (alternative) medicines are NOT eligible for participation; patients must be off any such medications by the time of registration for \>= 14 days

  * NOTE: Vitamin supplements are acceptable",exclusion
NCT03061188,"Patients must have no history of central nervous system (CNS) metastasis at the screening assessment

  * NOTE: Patients with stable brain metastases (mets) which have been treated are eligible; patients with suspected symptoms of CNS metastasis should undergo CNS imaging at the time of screening to rule out active metastasis",exclusion
NCT03061188,Patients who have had a prior severe infusion reaction to a monoclonal antibody are not eligible,exclusion
NCT03061188,"Patients are not eligible who have a history of or active autoimmune disease within the past 3 years with the following exceptions:

  * Vitiligo or alopecia
  * Hypothyroidism on stable doses of thyroid replacement therapy
  * Psoriasis not requiring systemic therapy within the past 3 years",exclusion
NCT03061188,Patients with a history of primary immunodeficiency disease or tuberculosis are not eligible,exclusion
NCT03061188,"Patients who have an uncontrolled current illness including, but not limited to any of the following, are not eligible:

  * Uncontrolled pulmonary, renal, or hepatic dysfunction
  * Ongoing or active infection requiring systemic treatment including hepatitis B and hepatitis C
  * Known active or chronic viral hepatitis or human immunodeficiency virus (HIV)
  * Psychiatric illness/social situations that would limit compliance with study requirements
  * Clinically significant gastrointestinal disease or digestive dysfunction compromising absorption of veliparib
  * Any other illness or condition that the treating investigator feels would interfere with study compliance or would compromise the patient's safety or study endpoints",exclusion
NCT03061188,Female patients who are pregnant or nursing are not eligible,exclusion
NCT03061188,"Patients with a prior diagnosis of cancer must not have received treatment in the last 3 years prior to registration

  * NOTE: Patients with a history of completely resected non-melanomatous skin carcinoma or successfully treated in situ carcinoma are eligible",exclusion
NCT03061188,"Patients must not have a history of prior stroke, transient ischemic attack (TIA), pulmonary embolism, or untreated deep vein thrombosis

  * NOTE: Patients may be eligible if they have received at least 3 months of anticoagulation for a deep vein thrombosis",exclusion
NCT00295503,"Inclusion criteria

5.2.1 Patients must have histologically proven malignant mesothelioma (epithelial, sarcomatoid, or mixed subtype) not amenable to curative surgery or radiotherapy. Eligible sites of origin include the pleura, peritoneum, and tunica vaginalis.

5.2.2 Patient's disease must not be amenable to curative treatment with surgery. Evidence of gross unresectability will include but not be limited to direct extension into the chest wall, mediastinal or hilar lymphadenopathy, pulmonary or cardiac function that is inadequate to tolerate resection, and sarcomatoid or mixed histology.

5.2.3 Patients must be \> 18 years old 5.2.4 Patients must have measurable disease.

Adequate organ function and functional status",inclusion
NCT00295503,"Exclusion Criteria:

a. General Medical Concerns 5.3.1 Patients must not be pregnant or breast feeding. 5.3.2 No ""currently active"" second malignancy other than non-melanoma skin cancer. Patients are not considered to have a ""currently active"" second malignancy if they have completed therapy and have a less than 30% risk of relapse.

5.3.3 No uncontrolled intercurrent illness including but not limited to: active infection, symptomatic congestive heart failure, unstable angina, cardiac arrhythmia, or psychiatric/social situations that would limit compliance with study requirements.

5.3.4 No HIV positive patients receiving combination anti-retroviral therapy because of possible pharmacokinetic interactions with study medications.

5.3.5 History of allergic reactions attributed to compounds of similar chemical or biologic composition to bevacizumab or other agents used in the study.

5.3.6 Inability to interrupt aspirin or other non-steroidal medication for a 5 day period.

c. Bevacizumab-Specific Concerns

Subjects meeting any of the following criteria are ineligible for study entry:

5.3.7 Patients with brain metastases are excluded 5.3.8 History of myocardial infarction or CVA (stroke) within 6 months of study entry.

5.3.9 Evidence of bleeding diathesis or coagulopathy. Patients on therapeutic doses of coumadin are eligible as long as the INR is maintained in the range of 2-3 and there is no evidence of active bleeding.

5.3.10 Major surgical procedure, open biopsy, or significant traumatic injury within 28 days prior to Day 0, anticipation of need for major surgical procedure during the course of the study 5.3.11 Urine protein:creatinine ratio less than 1.0 at screening 5.3.12 Serious, non-healing wound, ulcer, or bone fracture",exclusion
NCT06705803,Histologic diagnosis of prostate cancer,inclusion
NCT06705803,Scheduled to undergo or have already undergone ablation of the prostate as part of routine clinical care or any ongoing clinical trials,inclusion
NCT06705803,"Prostate ablation performed with any of the following energy sources: cryotherapy, high-intensity focused ultrasound, irreversible electroporation, laser, microwave, radiofrequency ablation, or photodynamic therapy. Newer methods and instrumentation continue to be developed to ablate tissue, and these energy sources can be entered into the registry as clinical use begins",inclusion
NCT06478927,Patients aged ≥18 years and ≤75 years;,inclusion
NCT06478927,Patients with histologically or cytologically confirmed unresectable advanced hepatocellular carcinoma;,inclusion
NCT06478927,Patients who have failed or are intolerant of at least second-line treatment;,inclusion
NCT06478927,An evaluable lesion within 21 days prior to enrollment according to RECIST 1.1 criteria;,inclusion
NCT06478927,"Barcelona Clinical Liver Cancer Staging (BCLC staging) stage B or C and not suitable for surgical or local treatment, or progression after surgery or local treatment;",inclusion
NCT06478927,Child-Pugh Liver Function Class: Grade A or B (≤7 points);,inclusion
NCT06478927,HBV DNA quantification must be \<500IU/ml or 2500 copies/ml and receive at least 2 weeks of anti-HBV treatment before study entry; HCVRNA quantification-positive patients must have completed antiviral treatment at least 1 month before study entry;,inclusion
NCT06478927,"CNS metastases without clinical symptoms or with clinical symptoms controlled and stabilized for ≥4 weeks after treatment：

(1) Routine blood tests should meet the following criteria: ANC ≥1.0×109/L; PLT ≥50×109/L; Hb ≥80 g/L; (2) Biochemical tests must meet the following criteria: TBIL ≤ 3 times the upper limit of normal (ULN); ALT and AST ≤ 5 times the upper limit of normal (ULN); serum creatinine ≤ 1.5 × ULN or creatinine clearance rate \> 50 ml/min (Cockcroft-Gault formula); (3) Coagulation examination criteria to be met: prothrombin time (PT) ≤ 1.5 x ULN, activated partial thromboplastin kinase time (aPTT) ≤ 1.5 x ULN; (4) Cardiac ultrasound and echocardiography: left ventricular ejection fraction (LVEF ≥ 55%), ECG QTc \< 450ms (men), QTc \< 470ms (women); 13. Patients who agree to abstain from sex or use an effective method of contraception for the duration of treatment and for at least 7 months after the last dose of study treatment; 14. Signed informed consent.",inclusion
NCT06478927,Prior treatment with any CDK4/6 inhibitor drug;,exclusion
NCT06478927,Patient has received antitumor therapy in another clinical trial within 4 weeks prior to enrollment;,exclusion
NCT06478927,Patient has undergone a major surgical operation within 4 weeks prior to enrollment or the patient has not fully recovered from such surgical operation;,exclusion
NCT06478927,Severe cardiac disease or discomfort;,exclusion
NCT06478927,Hepatitis B combined with Hepatitis C or Hepatitis D infection;,exclusion
NCT06478927,Patient is allergic to the components of the drug perphenazine or its excipients;,exclusion
NCT06478927,"Other malignant tumors within 5 years (except cured basal cell carcinoma of the skin, carcinoma in situ of the prostate and carcinoma in situ of the cervix);",exclusion
NCT06478927,"Those with multiple factors affecting the oral administration of drugs (e.g. inability to swallow, post gastrointestinal resection, chronic diarrhea and intestinal obstruction, etc.);",exclusion
NCT06478927,"Pregnant or breastfeeding female patients, female patients of childbearing potential with a positive baseline pregnancy test, or patients of childbearing potential who are unwilling to use effective contraception throughout the trial period and for 7 months after the final study dose;",exclusion
NCT06478927,"Severe concomitant disease or other co-morbidities that would interfere with planned therapy, or any other condition that, in the opinion of the investigator, makes the patient unsuitable for participation in this study.",exclusion
NCT00201903,"newly diagnosed, biopsy-confirmed grade III/IV malignant gliomas",inclusion
NCT00201903,undergone craniotomy or stereotactic biopsy \> 2 days and \< 4 weeks before,inclusion
NCT00201903,have known hereditary thrombophilia,exclusion
NCT00201903,are receiving experimental antiangiogenic therapy,exclusion
NCT01742403,Patients undergoing definitive external beam radiotherapy;,inclusion
NCT01742403,Histological proven prostate adenocarcinoma,inclusion
NCT01742403,"Prostate Specific Antigen (PSA),within 3 months prior to enrolment",inclusion
NCT01742403,"Patient must be able to have gold fiducial markers placed in the prostate (if on anticoagulants, must be approved for procedure by Cardiologist)",inclusion
NCT01742403,Ability to understand and willingness to sign informed consent form.,inclusion
NCT01742403,Fiducials must be no less than 1cm apart,exclusion
NCT06092203,Patients who had urinary stones,inclusion
NCT06092203,Patients presenting with obstructive uropathy or urosepsis.,exclusion
NCT06092203,Recent (less than 4 weeks) surgical intervention for urinary stone disease.,exclusion
NCT06092203,"Indwelling urinary catheters or stents (urethral catheter, ureteral stents or nephrostomy tube).",exclusion
NCT06092203,Associated mental illness or cognitive dysfunction.,exclusion
NCT06092203,Associated chronic medical illness that may compromise QoL.,exclusion
NCT07461727,"Age ≥18 and ≤75 years, any sex.",inclusion
